MatchType;MatchValue;IDE;Target;Publisher;ExtensionId;DisplayName;LatestVersion;InstallCount;AverageRating;RatingCount;MarketplaceTags;MarketplaceUrl
Tag;llm;VSCode;Microsoft.VisualStudio.Code;WeiweiMo;gitreporter;GitReporter;1.1.8;11;;;;https://marketplace.visualstudio.com/items?itemName=WeiweiMo.gitreporter
Tag;openai;VSCode;Microsoft.VisualStudio.Code;WeiweiMo;gitreporter;GitReporter;1.1.8;11;;;;https://marketplace.visualstudio.com/items?itemName=WeiweiMo.gitreporter
Category;AI;VSCode;Microsoft.VisualStudio.Code;Weizhi-Zhao;ai-code-roaster;AI Code Roaster;0.0.2;7;;;;https://marketplace.visualstudio.com/items?itemName=Weizhi-Zhao.ai-code-roaster
Tag;copilot;VSCode;Microsoft.VisualStudio.Code;WelltestedAI;fluttergpt;CommandDash: AI Code Agents for libraries;0.5.2;31854;4,111111164;9;;https://marketplace.visualstudio.com/items?itemName=WelltestedAI.fluttergpt
Tag;ai;VSCode;Microsoft.VisualStudio.Code;WelltestedAI;welltested;Welltested AI;0.0.2;387;;;;https://marketplace.visualstudio.com/items?itemName=WelltestedAI.welltested
Category;AI;VSCode;Microsoft.VisualStudio.Code;Whailion;whailion;Whailion AI Agents;1.1.4;12;;;;https://marketplace.visualstudio.com/items?itemName=Whailion.whailion
Tag;ai;VSCode;Microsoft.VisualStudio.Code;Whailion;whailion;Whailion AI Agents;1.1.4;12;;;;https://marketplace.visualstudio.com/items?itemName=Whailion.whailion
Tag;ai;VSCode;Microsoft.VisualStudio.Code;WhatsappIDE;whatsapp-ide;WhatsApp-IDE - Context Sync;0.1.30;4;5;1;;https://marketplace.visualstudio.com/items?itemName=WhatsappIDE.whatsapp-ide
Tag;ai;VSCode;Microsoft.VisualStudio.Code;WhenSunset;chatgpt-china;ChatGPT - 中文版;9.5.3;1340031;3,807909489;177;;https://marketplace.visualstudio.com/items?itemName=WhenSunset.chatgpt-china
Tag;chatgpt;VSCode;Microsoft.VisualStudio.Code;WhenSunset;chatgpt-china;ChatGPT - 中文版;9.5.3;1340055;3,807909489;177;;https://marketplace.visualstudio.com/items?itemName=WhenSunset.chatgpt-china
Tag;ai;VSCode;Microsoft.VisualStudio.Code;WhoAmiDev;who-am-i-dev;AI Who Am I;0.0.2;1;;;;https://marketplace.visualstudio.com/items?itemName=WhoAmiDev.who-am-i-dev
Tag;ai;VSCode;Microsoft.VisualStudio.Code;Widgilabs;widgilabswpcs;WidgiLabs WordPress Coding Standards;1.1.1;93;;;;https://marketplace.visualstudio.com/items?itemName=Widgilabs.widgilabswpcs
Tag;anthropic;VSCode;Microsoft.VisualStudio.Code;Wilendar;claude-usage-monitor;Claude Token Monitor;1.0.0;296;1;1;;https://marketplace.visualstudio.com/items?itemName=Wilendar.claude-usage-monitor
Tag;claude;VSCode;Microsoft.VisualStudio.Code;Wilendar;claude-usage-monitor;Claude Token Monitor;1.0.0;296;1;1;;https://marketplace.visualstudio.com/items?itemName=Wilendar.claude-usage-monitor
Tag;ai;VSCode;Microsoft.VisualStudio.Code;WilliamTsao;bring-cursor-to-front;Bring Cursor to Front;1.0.1;3;;;;https://marketplace.visualstudio.com/items?itemName=WilliamTsao.bring-cursor-to-front
Category;AI;VSCode;Microsoft.VisualStudio.Code;WilliamWetman;quackpilot;Quack Pilot;1.0.2;127;;;;https://marketplace.visualstudio.com/items?itemName=WilliamWetman.quackpilot
Tag;ai;VSCode;Microsoft.VisualStudio.Code;WilliamWetman;quackpilot;Quack Pilot;1.0.2;127;;;;https://marketplace.visualstudio.com/items?itemName=WilliamWetman.quackpilot
Tag;claude;VSCode;Microsoft.VisualStudio.Code;WilliamWetman;quackpilot;Quack Pilot;1.0.2;127;;;;https://marketplace.visualstudio.com/items?itemName=WilliamWetman.quackpilot
Tag;copilot;VSCode;Microsoft.VisualStudio.Code;WilliamWetman;quackpilot;Quack Pilot;1.0.2;127;;;;https://marketplace.visualstudio.com/items?itemName=WilliamWetman.quackpilot
Tag;llama;VSCode;Microsoft.VisualStudio.Code;WilliamWetman;quackpilot;Quack Pilot;1.0.2;127;;;;https://marketplace.visualstudio.com/items?itemName=WilliamWetman.quackpilot
Tag;openai;VSCode;Microsoft.VisualStudio.Code;WilliamWetman;quackpilot;Quack Pilot;1.0.2;127;;;;https://marketplace.visualstudio.com/items?itemName=WilliamWetman.quackpilot
Tag;ai;VSCode;Microsoft.VisualStudio.Code;WindLi;yunxiao-workitem-helper;云效工作项助手;1.6.0;31;;;;https://marketplace.visualstudio.com/items?itemName=WindLi.yunxiao-workitem-helper
Category;AI;VSCode;Microsoft.VisualStudio.Code;WindStyle;confluence-wiki-mcp-server-extension;Confluence Wiki MCP Server;1.1.4;770;;;;https://marketplace.visualstudio.com/items?itemName=WindStyle.confluence-wiki-mcp-server-extension
Category;AI;VSCode;Microsoft.VisualStudio.Code;WingMan;wing-man;Wingman-AI;1.5.3;5158;5;2;;https://marketplace.visualstudio.com/items?itemName=WingMan.wing-man
Tag;ai;VSCode;Microsoft.VisualStudio.Code;WingMan;wing-man;Wingman-AI;1.5.3;5159;5;2;;https://marketplace.visualstudio.com/items?itemName=WingMan.wing-man
Tag;anthropic;VSCode;Microsoft.VisualStudio.Code;WingMan;wing-man;Wingman-AI;1.5.3;5159;5;2;;https://marketplace.visualstudio.com/items?itemName=WingMan.wing-man
Tag;chatgpt;VSCode;Microsoft.VisualStudio.Code;WingMan;wing-man;Wingman-AI;1.5.3;5159;5;2;;https://marketplace.visualstudio.com/items?itemName=WingMan.wing-man
Tag;copilot;VSCode;Microsoft.VisualStudio.Code;WingMan;wing-man;Wingman-AI;1.5.3;5160;5;2;;https://marketplace.visualstudio.com/items?itemName=WingMan.wing-man
Tag;huggingface;VSCode;Microsoft.VisualStudio.Code;WingMan;wing-man;Wingman-AI;1.5.3;5159;5;2;;https://marketplace.visualstudio.com/items?itemName=WingMan.wing-man
Tag;ollama;VSCode;Microsoft.VisualStudio.Code;WingMan;wing-man;Wingman-AI;1.5.3;5159;5;2;;https://marketplace.visualstudio.com/items?itemName=WingMan.wing-man
Tag;openai;VSCode;Microsoft.VisualStudio.Code;WingMan;wing-man;Wingman-AI;1.5.3;5158;5;2;;https://marketplace.visualstudio.com/items?itemName=WingMan.wing-man
Tag;ai;VSCode;Microsoft.VisualStudio.Code;WingmanCopilot;wingman-copilot;Wingman Copilot;0.0.4;750;;;;https://marketplace.visualstudio.com/items?itemName=WingmanCopilot.wingman-copilot
Tag;chatgpt;VSCode;Microsoft.VisualStudio.Code;WingmanCopilot;wingman-copilot;Wingman Copilot;0.0.4;750;;;;https://marketplace.visualstudio.com/items?itemName=WingmanCopilot.wingman-copilot
Tag;openai;VSCode;Microsoft.VisualStudio.Code;WingmanCopilot;wingman-copilot;Wingman Copilot;0.0.4;750;;;;https://marketplace.visualstudio.com/items?itemName=WingmanCopilot.wingman-copilot
Tag;ai;VSCode;Microsoft.VisualStudio.Code;Wiseman;wiseman;Wiseman AI Tutor;1.0.2;8;;;;https://marketplace.visualstudio.com/items?itemName=Wiseman.wiseman
Category;AI;VSCode;Microsoft.VisualStudio.Code;WizrAI;wizr-compass;Wizr Compass - AI code agent;1.0.6;37;;;;https://marketplace.visualstudio.com/items?itemName=WizrAI.wizr-compass
Tag;ai;VSCode;Microsoft.VisualStudio.Code;WizrAI;wizr-compass;Wizr Compass - AI code agent;1.0.6;37;;;;https://marketplace.visualstudio.com/items?itemName=WizrAI.wizr-compass
Tag;chatgpt;VSCode;Microsoft.VisualStudio.Code;WizrAI;wizr-compass;Wizr Compass - AI code agent;1.0.6;37;;;;https://marketplace.visualstudio.com/items?itemName=WizrAI.wizr-compass
Tag;claude;VSCode;Microsoft.VisualStudio.Code;WizrAI;wizr-compass;Wizr Compass - AI code agent;1.0.6;37;;;;https://marketplace.visualstudio.com/items?itemName=WizrAI.wizr-compass
Tag;copilot;VSCode;Microsoft.VisualStudio.Code;WizrAI;wizr-compass;Wizr Compass - AI code agent;1.0.6;37;;;;https://marketplace.visualstudio.com/items?itemName=WizrAI.wizr-compass
Tag;mistral;VSCode;Microsoft.VisualStudio.Code;WizrAI;wizr-compass;Wizr Compass - AI code agent;1.0.6;37;;;;https://marketplace.visualstudio.com/items?itemName=WizrAI.wizr-compass
Category;AI;VSCode;Microsoft.VisualStudio.Code;WoHinDu;ai-project-brief;AI Project Brief: Codebase Consolidator for AI Assistants;1.3.0;105;;;;https://marketplace.visualstudio.com/items?itemName=WoHinDu.ai-project-brief
Tag;ai;VSCode;Microsoft.VisualStudio.Code;WorkflowConfig;claude-workflow-builder;Claude Workflow Builder;1.27.0;28;;;;https://marketplace.visualstudio.com/items?itemName=WorkflowConfig.claude-workflow-builder
Tag;anthropic;VSCode;Microsoft.VisualStudio.Code;WorkflowConfig;claude-workflow-builder;Claude Workflow Builder;1.27.0;28;;;;https://marketplace.visualstudio.com/items?itemName=WorkflowConfig.claude-workflow-builder
Tag;claude;VSCode;Microsoft.VisualStudio.Code;WorkflowConfig;claude-workflow-builder;Claude Workflow Builder;1.27.0;28;;;;https://marketplace.visualstudio.com/items?itemName=WorkflowConfig.claude-workflow-builder
Category;AI;VSCode;Microsoft.VisualStudio.Code;Workik-official;workik;Workik;1.6.7;13063;5;3;;https://marketplace.visualstudio.com/items?itemName=Workik-official.workik
Tag;ai;VSCode;Microsoft.VisualStudio.Code;Worklink-Copilot;worklinkcopilot;Worklink Copilot - GPT-3.5, GPT-4;0.9.172;745;5;1;;https://marketplace.visualstudio.com/items?itemName=Worklink-Copilot.worklinkcopilot
Tag;chatgpt;VSCode;Microsoft.VisualStudio.Code;Worklink-Copilot;worklinkcopilot;Worklink Copilot - GPT-3.5, GPT-4;0.9.172;745;5;1;;https://marketplace.visualstudio.com/items?itemName=Worklink-Copilot.worklinkcopilot
Tag;copilot;VSCode;Microsoft.VisualStudio.Code;Worklink-Copilot;worklinkcopilot;Worklink Copilot - GPT-3.5, GPT-4;0.9.172;745;5;1;;https://marketplace.visualstudio.com/items?itemName=Worklink-Copilot.worklinkcopilot
Tag;llama;VSCode;Microsoft.VisualStudio.Code;Worklink-Copilot;worklinkcopilot;Worklink Copilot - GPT-3.5, GPT-4;0.9.172;745;5;1;;https://marketplace.visualstudio.com/items?itemName=Worklink-Copilot.worklinkcopilot
Tag;mistral;VSCode;Microsoft.VisualStudio.Code;Worklink-Copilot;worklinkcopilot;Worklink Copilot - GPT-3.5, GPT-4;0.9.172;745;5;1;;https://marketplace.visualstudio.com/items?itemName=Worklink-Copilot.worklinkcopilot
Tag;ai;VSCode;Microsoft.VisualStudio.Code;Works;works;Works;0.1.6;1;5;1;;https://marketplace.visualstudio.com/items?itemName=Works.works
Tag;copilot;VSCode;Microsoft.VisualStudio.Code;Works;works;Works;0.1.6;1;5;1;;https://marketplace.visualstudio.com/items?itemName=Works.works
Category;AI;VSCode;Microsoft.VisualStudio.Code;WuunuAI;wuunu-ai-extension;Wuunu AI App Builder Extension;0.1.13;1049;5;1;;https://marketplace.visualstudio.com/items?itemName=WuunuAI.wuunu-ai-extension
Category;AI;VSCode;Microsoft.VisualStudio.Code;WxpCopilotInc;wxp-copilot;WxP Copilot;0.0.1;126;;;;https://marketplace.visualstudio.com/items?itemName=WxpCopilotInc.wxp-copilot
Tag;ai;VSCode;Microsoft.VisualStudio.Code;WxpCopilotInc;wxp-copilot;WxP Copilot;0.0.1;126;;;;https://marketplace.visualstudio.com/items?itemName=WxpCopilotInc.wxp-copilot
Tag;chatgpt;VSCode;Microsoft.VisualStudio.Code;WxpCopilotInc;wxp-copilot;WxP Copilot;0.0.1;126;;;;https://marketplace.visualstudio.com/items?itemName=WxpCopilotInc.wxp-copilot
Tag;claude;VSCode;Microsoft.VisualStudio.Code;WxpCopilotInc;wxp-copilot;WxP Copilot;0.0.1;126;;;;https://marketplace.visualstudio.com/items?itemName=WxpCopilotInc.wxp-copilot
Tag;llama;VSCode;Microsoft.VisualStudio.Code;WxpCopilotInc;wxp-copilot;WxP Copilot;0.0.1;126;;;;https://marketplace.visualstudio.com/items?itemName=WxpCopilotInc.wxp-copilot
Tag;ai;VSCode;Microsoft.VisualStudio.Code;XUKANGNING;ai-gen-markdown;AI Generate Markdown;0.0.3;11;;;;https://marketplace.visualstudio.com/items?itemName=XUKANGNING.ai-gen-markdown
Tag;langchain;VSCode;Microsoft.VisualStudio.Code;XUKANGNING;ai-gen-markdown;AI Generate Markdown;0.0.3;11;;;;https://marketplace.visualstudio.com/items?itemName=XUKANGNING.ai-gen-markdown
Tag;openai;VSCode;Microsoft.VisualStudio.Code;XUKANGNING;ai-gen-markdown;AI Generate Markdown;0.0.3;11;;;;https://marketplace.visualstudio.com/items?itemName=XUKANGNING.ai-gen-markdown
Tag;chatgpt;VSCode;Microsoft.VisualStudio.Code;XiaodiYan;revision;ReVision;0.0.6;2059;;;;https://marketplace.visualstudio.com/items?itemName=XiaodiYan.revision
Tag;openai;VSCode;Microsoft.VisualStudio.Code;XiaodiYan;revision;ReVision;0.0.6;2059;;;;https://marketplace.visualstudio.com/items?itemName=XiaodiYan.revision
Tag;ai;VSCode;Microsoft.VisualStudio.Code;XingXing;funnyai;千趣AI;1.0.1;200;5;3;;https://marketplace.visualstudio.com/items?itemName=XingXing.funnyai
Tag;chatgpt;VSCode;Microsoft.VisualStudio.Code;XingXing;funnyai;千趣AI;1.0.1;200;5;3;;https://marketplace.visualstudio.com/items?itemName=XingXing.funnyai
Tag;ai;VSCode;Microsoft.VisualStudio.Code;XingXing;universalai;UniversalAI;1.0.1;18;;;;https://marketplace.visualstudio.com/items?itemName=XingXing.universalai
Tag;copilot;VSCode;Microsoft.VisualStudio.Code;Xone;voice-to-copilot;Voice to Copilot;2.5.6;445;2;1;;https://marketplace.visualstudio.com/items?itemName=Xone.voice-to-copilot
Tag;openai;VSCode;Microsoft.VisualStudio.Code;Xone;voice-to-copilot;Voice to Copilot;2.5.6;445;2;1;;https://marketplace.visualstudio.com/items?itemName=Xone.voice-to-copilot
Category;AI;VSCode;Microsoft.VisualStudio.Code;XunlongCode;orangepiaicode;OrangePi AI Code;0.0.6;29;;;;https://marketplace.visualstudio.com/items?itemName=XunlongCode.orangepiaicode
Tag;ai;VSCode;Microsoft.VisualStudio.Code;XunlongCode;orangepiaicode;OrangePi AI Code;0.0.6;29;;;;https://marketplace.visualstudio.com/items?itemName=XunlongCode.orangepiaicode
Tag;chatgpt;VSCode;Microsoft.VisualStudio.Code;XunlongCode;orangepiaicode;OrangePi AI Code;0.0.6;29;;;;https://marketplace.visualstudio.com/items?itemName=XunlongCode.orangepiaicode
Tag;claude;VSCode;Microsoft.VisualStudio.Code;XunlongCode;orangepiaicode;OrangePi AI Code;0.0.6;29;;;;https://marketplace.visualstudio.com/items?itemName=XunlongCode.orangepiaicode
Tag;llama;VSCode;Microsoft.VisualStudio.Code;XunlongCode;orangepiaicode;OrangePi AI Code;0.0.6;29;;;;https://marketplace.visualstudio.com/items?itemName=XunlongCode.orangepiaicode
Category;AI;VSCode;Microsoft.VisualStudio.Code;XunlongCode;xunlongaicode;Xunlong AI Code;0.0.3;17;;;;https://marketplace.visualstudio.com/items?itemName=XunlongCode.xunlongaicode
Tag;ai;VSCode;Microsoft.VisualStudio.Code;XunlongCode;xunlongaicode;Xunlong AI Code;0.0.3;17;;;;https://marketplace.visualstudio.com/items?itemName=XunlongCode.xunlongaicode
Tag;chatgpt;VSCode;Microsoft.VisualStudio.Code;XunlongCode;xunlongaicode;Xunlong AI Code;0.0.3;17;;;;https://marketplace.visualstudio.com/items?itemName=XunlongCode.xunlongaicode
Tag;claude;VSCode;Microsoft.VisualStudio.Code;XunlongCode;xunlongaicode;Xunlong AI Code;0.0.3;17;;;;https://marketplace.visualstudio.com/items?itemName=XunlongCode.xunlongaicode
Tag;claude;VSCode;Microsoft.VisualStudio.Code;XunlongCode;xunlongaicode;Xunlong AI Code;0.0.3;17;;;;https://marketplace.visualstudio.com/items?itemName=XunlongCode.xunlongaicode
Tag;llama;VSCode;Microsoft.VisualStudio.Code;XunlongCode;xunlongaicode;Xunlong AI Code;0.0.3;17;;;;https://marketplace.visualstudio.com/items?itemName=XunlongCode.xunlongaicode
Category;AI;VSCode;Microsoft.VisualStudio.Code;YORGAI;atlasxp;AtlasXP - Copilot and SDE Agent;0.8.104;169;;;;https://marketplace.visualstudio.com/items?itemName=YORGAI.atlasxp
Tag;ai;VSCode;Microsoft.VisualStudio.Code;YORGAI;atlasxp;AtlasXP - Copilot and SDE Agent;0.8.104;169;;;;https://marketplace.visualstudio.com/items?itemName=YORGAI.atlasxp
Tag;chatgpt;VSCode;Microsoft.VisualStudio.Code;YORGAI;atlasxp;AtlasXP - Copilot and SDE Agent;0.8.104;169;;;;https://marketplace.visualstudio.com/items?itemName=YORGAI.atlasxp
Tag;claude;VSCode;Microsoft.VisualStudio.Code;YORGAI;atlasxp;AtlasXP - Copilot and SDE Agent;0.8.104;169;;;;https://marketplace.visualstudio.com/items?itemName=YORGAI.atlasxp
Tag;llama;VSCode;Microsoft.VisualStudio.Code;YORGAI;atlasxp;AtlasXP - Copilot and SDE Agent;0.8.104;169;;;;https://marketplace.visualstudio.com/items?itemName=YORGAI.atlasxp
Tag;mistral;VSCode;Microsoft.VisualStudio.Code;YORGAI;atlasxp;AtlasXP - Copilot and SDE Agent;0.8.104;169;;;;https://marketplace.visualstudio.com/items?itemName=YORGAI.atlasxp
Tag;ai;VSCode;Microsoft.VisualStudio.Code;Yaiphaba;Beautiful-Dark-theme;Beautiful Dark Theme;1.0.0;48;;;;https://marketplace.visualstudio.com/items?itemName=Yaiphaba.Beautiful-Dark-theme
Tag;ai;VSCode;Microsoft.VisualStudio.Code;YaleHuang;chatgpt-ai;ChatGPT AI;0.7.12;102984;2,5;2;;https://marketplace.visualstudio.com/items?itemName=YaleHuang.chatgpt-ai
Tag;chatgpt;VSCode;Microsoft.VisualStudio.Code;YaleHuang;chatgpt-ai;ChatGPT AI;0.7.12;103033;2,5;2;;https://marketplace.visualstudio.com/items?itemName=YaleHuang.chatgpt-ai
Tag;copilot;VSCode;Microsoft.VisualStudio.Code;YaleHuang;chatgpt-ai;ChatGPT AI;0.7.12;103075;2,5;2;;https://marketplace.visualstudio.com/items?itemName=YaleHuang.chatgpt-ai
Tag;openai;VSCode;Microsoft.VisualStudio.Code;YaleHuang;chatgpt-ai;ChatGPT AI;0.7.12;102953;2,5;2;;https://marketplace.visualstudio.com/items?itemName=YaleHuang.chatgpt-ai
Tag;ai;VSCode;Microsoft.VisualStudio.Code;Ycontinue;ycontinue;YContinue - GPT-3.5, GPT-4, and more;0.9.167;1;;;;https://marketplace.visualstudio.com/items?itemName=Ycontinue.ycontinue
Tag;chatgpt;VSCode;Microsoft.VisualStudio.Code;Ycontinue;ycontinue;YContinue - GPT-3.5, GPT-4, and more;0.9.167;1;;;;https://marketplace.visualstudio.com/items?itemName=Ycontinue.ycontinue
Tag;copilot;VSCode;Microsoft.VisualStudio.Code;Ycontinue;ycontinue;YContinue - GPT-3.5, GPT-4, and more;0.9.167;1;;;;https://marketplace.visualstudio.com/items?itemName=Ycontinue.ycontinue
Tag;llama;VSCode;Microsoft.VisualStudio.Code;Ycontinue;ycontinue;YContinue - GPT-3.5, GPT-4, and more;0.9.167;1;;;;https://marketplace.visualstudio.com/items?itemName=Ycontinue.ycontinue
Category;AI;VSCode;Microsoft.VisualStudio.Code;Yisus;ai-context-builder;AI Context Builder;0.1.0;8;;;;https://marketplace.visualstudio.com/items?itemName=Yisus.ai-context-builder
Tag;ai;VSCode;Microsoft.VisualStudio.Code;Yisus;ai-context-builder;AI Context Builder;0.1.0;8;;;;https://marketplace.visualstudio.com/items?itemName=Yisus.ai-context-builder
Tag;chatgpt;VSCode;Microsoft.VisualStudio.Code;Yisus;ai-context-builder;AI Context Builder;0.1.0;8;;;;https://marketplace.visualstudio.com/items?itemName=Yisus.ai-context-builder
Tag;claude;VSCode;Microsoft.VisualStudio.Code;Yisus;ai-context-builder;AI Context Builder;0.1.0;8;;;;https://marketplace.visualstudio.com/items?itemName=Yisus.ai-context-builder
Tag;llm;VSCode;Microsoft.VisualStudio.Code;Yisus;ai-context-builder;AI Context Builder;0.1.0;8;;;;https://marketplace.visualstudio.com/items?itemName=Yisus.ai-context-builder
Tag;ai;VSCode;Microsoft.VisualStudio.Code;Ylvira;operit-coder;Operit Coder AI Agent / Operit Coder AI 代理;0.0.1;18;5;1;;https://marketplace.visualstudio.com/items?itemName=Ylvira.operit-coder
Tag;chatgpt;VSCode;Microsoft.VisualStudio.Code;Ylvira;operit-coder;Operit Coder AI Agent / Operit Coder AI 代理;0.0.1;18;5;1;;https://marketplace.visualstudio.com/items?itemName=Ylvira.operit-coder
Tag;claude;VSCode;Microsoft.VisualStudio.Code;Ylvira;operit-coder;Operit Coder AI Agent / Operit Coder AI 代理;0.0.1;18;5;1;;https://marketplace.visualstudio.com/items?itemName=Ylvira.operit-coder
Tag;claude;VSCode;Microsoft.VisualStudio.Code;Ylvira;operit-coder;Operit Coder AI Agent / Operit Coder AI 代理;0.0.1;16;5;1;;https://marketplace.visualstudio.com/items?itemName=Ylvira.operit-coder
Tag;llama;VSCode;Microsoft.VisualStudio.Code;Ylvira;operit-coder;Operit Coder AI Agent / Operit Coder AI 代理;0.0.1;18;5;1;;https://marketplace.visualstudio.com/items?itemName=Ylvira.operit-coder
Category;AI;VSCode;Microsoft.VisualStudio.Code;YoavLax;effective-ai-kit;Effective AI Kit;1.0.9;36;5;3;;https://marketplace.visualstudio.com/items?itemName=YoavLax.effective-ai-kit
Tag;ai;VSCode;Microsoft.VisualStudio.Code;YoavLax;effective-ai-kit;Effective AI Kit;1.0.9;36;5;3;;https://marketplace.visualstudio.com/items?itemName=YoavLax.effective-ai-kit
Tag;ai;VSCode;Microsoft.VisualStudio.Code;YonasValentinMougaardKristensen;aether-theme;Aether - Sublime Coding Experience;1.9.3;314;5;1;;https://marketplace.visualstudio.com/items?itemName=YonasValentinMougaardKristensen.aether-theme
Tag;ai;VSCode;Microsoft.VisualStudio.Code;YonasValentinMougaardKristensen;errorclipper;ErrorClipper;1.0.3;491;5;4;;https://marketplace.visualstudio.com/items?itemName=YonasValentinMougaardKristensen.errorclipper
Tag;copilot;VSCode;Microsoft.VisualStudio.Code;YonasValentinMougaardKristensen;intellisense-hotkeys;IntelliSense Number Selection - Quick Autocomplete;1.1.3;166;5;1;;https://marketplace.visualstudio.com/items?itemName=YonasValentinMougaardKristensen.intellisense-hotkeys
Tag;claude;VSCode;Microsoft.VisualStudio.Code;YoniChechik;claude-helper;Claude Helper;1.2.0;64;;;;https://marketplace.visualstudio.com/items?itemName=YoniChechik.claude-helper
Category;AI;VSCode;Microsoft.VisualStudio.Code;YorkIE;cursor-rules-toolkit;Cursor Rules Toolkit;1.0.0;24;;;;https://marketplace.visualstudio.com/items?itemName=YorkIE.cursor-rules-toolkit
Tag;ai;VSCode;Microsoft.VisualStudio.Code;YorkIE;cursor-rules-toolkit;Cursor Rules Toolkit;1.0.0;24;;;;https://marketplace.visualstudio.com/items?itemName=YorkIE.cursor-rules-toolkit
Tag;ai;VSCode;Microsoft.VisualStudio.Code;YotamAlon;vscode-llamafile;llamafile: code using a local AI assistant;0.1.0;343;;;;https://marketplace.visualstudio.com/items?itemName=YotamAlon.vscode-llamafile
Tag;chatgpt;VSCode;Microsoft.VisualStudio.Code;YotamAlon;vscode-llamafile;llamafile: code using a local AI assistant;0.1.0;343;;;;https://marketplace.visualstudio.com/items?itemName=YotamAlon.vscode-llamafile
Tag;copilot;VSCode;Microsoft.VisualStudio.Code;YotamAlon;vscode-llamafile;llamafile: code using a local AI assistant;0.1.0;343;;;;https://marketplace.visualstudio.com/items?itemName=YotamAlon.vscode-llamafile
Tag;ai;VSCode;Microsoft.VisualStudio.Code;YouAI;vscode-copilot;YouAI Copilot;0.9.0;5103;5;4;;https://marketplace.visualstudio.com/items?itemName=YouAI.vscode-copilot
Tag;chatgpt;VSCode;Microsoft.VisualStudio.Code;YouAI;vscode-copilot;YouAI Copilot;0.9.0;5103;5;4;;https://marketplace.visualstudio.com/items?itemName=YouAI.vscode-copilot
Tag;openai;VSCode;Microsoft.VisualStudio.Code;YouAI;vscode-copilot;YouAI Copilot;0.9.0;5103;5;4;;https://marketplace.visualstudio.com/items?itemName=YouAI.vscode-copilot
Tag;ai;VSCode;Microsoft.VisualStudio.Code;Youdata;youdata-YCode;Youdata-YCode;1.0.2;134;5;1;;https://marketplace.visualstudio.com/items?itemName=Youdata.youdata-YCode
Tag;openai;VSCode;Microsoft.VisualStudio.Code;Youdata;youdata-YCode;Youdata-YCode;1.0.2;134;5;1;;https://marketplace.visualstudio.com/items?itemName=Youdata.youdata-YCode
Tag;ai;VSCode;Microsoft.VisualStudio.Code;YuTengjing;vscode-classic-experience;VSCode Keybindings for Cursor;7.0.0;3042;4,75;8;;https://marketplace.visualstudio.com/items?itemName=YuTengjing.vscode-classic-experience
Tag;claude;VSCode;Microsoft.VisualStudio.Code;YuTengjing;vscode-classic-experience;VSCode Keybindings for Cursor;7.0.0;3042;4,75;8;;https://marketplace.visualstudio.com/items?itemName=YuTengjing.vscode-classic-experience
Tag;copilot;VSCode;Microsoft.VisualStudio.Code;YuTengjing;vscode-classic-experience;VSCode Keybindings for Cursor;7.0.0;3043;4,75;8;;https://marketplace.visualstudio.com/items?itemName=YuTengjing.vscode-classic-experience
Tag;copilot;VSCode;Microsoft.VisualStudio.Code;YurtsAI;maverick;Maverick;0.1.3;473;;;;https://marketplace.visualstudio.com/items?itemName=YurtsAI.maverick
Tag;ai;VSCode;Microsoft.VisualStudio.Code;YusufDanis;hidden-character-detector;Hidden Character Detector;0.0.3;1308;5;3;;https://marketplace.visualstudio.com/items?itemName=YusufDanis.hidden-character-detector
Category;AI;VSCode;Microsoft.VisualStudio.Code;Zachey;ai-translate-code;Translate Code;0.0.3;110;;;;https://marketplace.visualstudio.com/items?itemName=Zachey.ai-translate-code
Tag;ai;VSCode;Microsoft.VisualStudio.Code;ZakhariiMelnyk;claude-git-commit;Claude Git Commit;1.0.14;342;5;4;;https://marketplace.visualstudio.com/items?itemName=ZakhariiMelnyk.claude-git-commit
Tag;anthropic;VSCode;Microsoft.VisualStudio.Code;ZakhariiMelnyk;claude-git-commit;Claude Git Commit;1.0.14;343;5;4;;https://marketplace.visualstudio.com/items?itemName=ZakhariiMelnyk.claude-git-commit
Tag;claude;VSCode;Microsoft.VisualStudio.Code;ZakhariiMelnyk;claude-git-commit;Claude Git Commit;1.0.14;346;5;4;;https://marketplace.visualstudio.com/items?itemName=ZakhariiMelnyk.claude-git-commit
Category;AI;VSCode;Microsoft.VisualStudio.Code;ZakyEvenso12;KawaiiCode;Meiko;4.1.5;129;5;3;;https://marketplace.visualstudio.com/items?itemName=ZakyEvenso12.KawaiiCode
Tag;ai;VSCode;Microsoft.VisualStudio.Code;ZakyEvenso12;KawaiiCode;Meiko;4.1.5;129;5;3;;https://marketplace.visualstudio.com/items?itemName=ZakyEvenso12.KawaiiCode
Category;AI;VSCode;Microsoft.VisualStudio.Code;Zaporderpt;zapbot;ZapBot;0.1.20;7;;;;https://marketplace.visualstudio.com/items?itemName=Zaporderpt.zapbot
Tag;ai;VSCode;Microsoft.VisualStudio.Code;Zaporderpt;zapbot;ZapBot;0.1.20;7;;;;https://marketplace.visualstudio.com/items?itemName=Zaporderpt.zapbot
Tag;copilot;VSCode;Microsoft.VisualStudio.Code;Zaporderpt;zapbot;ZapBot;0.1.20;7;;;;https://marketplace.visualstudio.com/items?itemName=Zaporderpt.zapbot
